employee_id,hire_date,department,role,salary_usd,age,gender,office,education,years_experience,performance_score,satisfaction_score,is_active
EMP-0261,2018-08-16,Legal,Senior Counsel,110100,43,Female,Sydney,Master,21,4.6,8.3,False
EMP-0262,2019-12-30,Marketing,SEO Specialist,78300,51,Female,Sydney,Master,12,4.7,6.3,True
EMP-0263,2015-10-29,Finance,Finance Manager,127800,57,Male,Sydney,High School,21,3.3,3.7,True
EMP-0264,2015-10-05,Product,Senior PM,173400,49,Female,Berlin,Bachelor,23,2.1,3.3,True
EMP-0265,2015-07-15,Marketing,Marketing Manager,92600,23,Female,Toronto,Bachelor,0,4.6,3.5,True
EMP-0266,2021-09-27,Sales,Account Executive,85200,25,Male,New York,High School,1,4.2,8.9,True
EMP-0267,2022-03-05,Marketing,Content Writer,64800,56,Female,New York,Bachelor,0,2.3,8.8,True
EMP-0268,2015-08-24,Product,VP of Product,175000,43,Female,New York,High School,5,3.5,4.0,True
EMP-0269,2018-07-21,Legal,Senior Counsel,154500,22,Non-binary,Remote,Master,0,1.2,6.5,True
EMP-0270,2016-08-07,Operations,Ops Analyst,57700,31,Non-binary,New York,Master,3,4.3,4.8,True
EMP-0271,2023-07-24,Marketing,Marketing Manager,92300,38,Male,Remote,Master,15,3.6,5.9,True
EMP-0272,2017-11-01,Finance,Finance Manager,118600,39,Male,Sydney,PhD,4,1.4,8.3,False
EMP-0273,2022-01-02,Marketing,SEO Specialist,84900,27,Male,New York,High School,0,3.2,2.8,True
EMP-0274,2023-09-27,Finance,Finance Manager,128200,33,Male,Sydney,High School,11,2.4,7.4,True
EMP-0275,2020-02-28,Product,Product Manager,132500,44,Male,Berlin,High School,12,1.4,7.6,True
EMP-0276,2019-08-07,Legal,Senior Counsel,110100,58,Female,Remote,Bachelor,24,1.1,1.2,True
EMP-0277,2022-03-17,HR,Recruiter,71400,42,Female,Berlin,PhD,13,1.9,6.1,True
EMP-0278,2018-09-19,Finance,Accountant,113200,40,Male,Toronto,Bachelor,2,1.6,7.1,True
EMP-0279,2023-04-01,Product,Product Manager,129800,35,Female,New York,PhD,13,1.7,8.8,False
EMP-0280,2016-06-30,Finance,Analyst,93800,31,Female,London,Master,0,1.4,2.5,True
EMP-0281,2015-05-15,Sales,VP of Sales,118300,47,Non-binary,London,Bachelor,10,4.2,7.2,True
EMP-0282,2018-07-20,HR,HR Director,108400,23,Male,New York,High School,0,4.8,9.7,True
EMP-0283,2022-02-06,Engineering,Senior Dev,107100,56,Non-binary,Sydney,High School,9,3.1,8.6,False
EMP-0284,2018-01-23,Sales,Sales Manager,130000,36,Non-binary,London,High School,2,2.1,1.6,True
EMP-0285,2015-02-13,Engineering,Staff Engineer,177200,45,Female,Remote,High School,8,3.6,5.9,True
EMP-0286,2019-09-13,Legal,Senior Counsel,127200,42,Female,London,PhD,17,4.0,8.9,True
EMP-0287,2017-09-13,Engineering,Senior Dev,124600,38,Male,Remote,High School,12,1.3,6.6,True
EMP-0288,2022-03-31,Engineering,Staff Engineer,171400,42,Female,Sydney,Master,21,2.8,6.2,True
EMP-0289,2022-01-22,Product,Senior PM,152200,46,Non-binary,Toronto,Master,7,3.8,4.5,True
EMP-0290,2021-11-13,Operations,Ops Analyst,71600,56,Female,Berlin,PhD,14,4.4,4.1,True
EMP-0291,2020-11-16,HR,Recruiter,63100,55,Male,Sydney,Bachelor,23,4.3,3.1,True
EMP-0292,2019-04-11,Product,Product Manager,132700,24,Female,Toronto,High School,2,2.6,7.3,True
EMP-0293,2018-05-23,Operations,Ops Manager,87000,55,Female,Remote,High School,33,2.1,3.6,True
EMP-0294,2020-10-20,Sales,VP of Sales,132500,33,Male,New York,Bachelor,12,2.5,5.7,True
EMP-0295,2015-03-14,Operations,COO,89700,46,Non-binary,London,High School,8,3.3,1.5,True
EMP-0296,2016-01-10,Finance,Finance Manager,106700,38,Non-binary,Remote,PhD,14,4.4,2.8,True
EMP-0297,2019-02-12,Finance,Finance Manager,136400,50,Male,Remote,Master,12,4.9,4.9,True
EMP-0298,2017-02-23,Finance,Finance Manager,105900,30,Non-binary,Sydney,Master,9,1.3,2.8,False
EMP-0299,2020-07-27,Sales,VP of Sales,120200,55,Non-binary,New York,High School,26,3.4,5.2,True
EMP-0300,2019-12-07,Legal,General Counsel,179700,33,Female,Toronto,Bachelor,1,3.0,8.4,True
EMP-0301,2018-09-14,HR,HR Director,102400,40,Female,Toronto,High School,17,1.4,8.6,True
EMP-0302,2020-02-04,Engineering,Junior Dev,99600,35,Male,Remote,Bachelor,9,3.8,5.3,True
EMP-0303,2018-08-05,Legal,Associate,134900,25,Female,London,High School,1,1.7,5.8,True
EMP-0304,2019-06-06,Sales,Sales Manager,105400,41,Non-binary,Toronto,High School,17,2.2,3.2,True
EMP-0305,2017-04-29,Legal,Senior Counsel,122500,30,Non-binary,Remote,Master,0,4.7,6.9,True
EMP-0306,2020-02-13,Marketing,Marketing Manager,119800,43,Non-binary,Sydney,High School,6,3.9,1.1,True
EMP-0307,2017-04-01,Operations,Ops Analyst,62400,50,Non-binary,London,PhD,9,2.6,7.6,True
EMP-0308,2016-07-15,HR,HR Coordinator,55300,29,Male,Sydney,PhD,0,1.7,9.3,True
EMP-0309,2020-12-29,Marketing,CMO,105100,40,Male,London,Bachelor,6,3.1,5.2,True
EMP-0310,2022-09-10,Sales,SDR,76200,38,Female,London,High School,14,4.7,2.2,True
EMP-0311,2023-01-25,Product,Senior PM,161500,42,Male,Berlin,Master,17,2.3,8.6,True
EMP-0312,2016-09-30,HR,HR Director,119000,42,Non-binary,Berlin,Bachelor,12,3.6,7.2,True
EMP-0313,2015-06-08,Marketing,SEO Specialist,85800,47,Female,New York,Bachelor,3,5.0,9.5,True
EMP-0314,2017-04-01,Finance,CFO,126600,53,Female,Berlin,Master,5,3.4,5.9,True
EMP-0315,2015-05-13,Marketing,CMO,107300,36,Non-binary,Sydney,High School,9,4.9,4.1,False
EMP-0316,2020-05-24,Finance,Analyst,73500,44,Male,Berlin,Master,14,1.7,8.1,True
EMP-0317,2023-11-02,Sales,VP of Sales,106600,57,Male,Sydney,PhD,7,2.8,1.3,True
EMP-0318,2021-06-25,Sales,VP of Sales,133000,30,Female,New York,Master,6,3.9,7.6,True
EMP-0319,2016-09-02,Sales,Sales Manager,89500,52,Female,New York,High School,19,4.5,2.1,True
EMP-0320,2021-01-02,Sales,Sales Manager,108900,32,Male,Sydney,Master,9,2.5,2.8,True
EMP-0321,2017-09-08,HR,Recruiter,87400,56,Male,New York,High School,32,4.8,5.4,True
EMP-0322,2017-12-18,HR,Recruiter,63700,32,Male,Toronto,PhD,2,3.5,2.0,True
EMP-0323,2017-09-24,Sales,SDR,83700,35,Non-binary,Sydney,High School,3,4.3,1.7,True
EMP-0324,2018-11-02,Sales,SDR,70200,33,Male,Toronto,Bachelor,4,1.0,9.5,True
EMP-0325,2023-03-25,Legal,Paralegal,79700,37,Non-binary,Remote,Bachelor,4,1.6,4.1,True
EMP-0326,2023-11-17,HR,Recruiter,81000,26,Female,New York,PhD,0,3.1,4.0,True
EMP-0327,2023-10-27,Sales,Account Executive,107700,25,Female,New York,Master,2,3.3,8.2,True
EMP-0328,2023-05-10,Product,Product Manager,114400,41,Female,Remote,Bachelor,1,2.7,8.4,True
EMP-0329,2017-09-10,Finance,Analyst,70200,38,Male,Sydney,PhD,7,3.2,8.9,True
EMP-0330,2022-01-11,Engineering,Staff Engineer,169500,47,Non-binary,Berlin,PhD,25,2.6,1.8,True
EMP-0331,2018-06-02,Operations,COO,99000,49,Male,Berlin,PhD,25,3.4,9.6,False
EMP-0332,2016-08-20,Product,VP of Product,162300,41,Female,Sydney,Bachelor,14,1.3,4.5,True
EMP-0333,2022-11-12,Engineering,Lead Engineer,130900,39,Female,Toronto,Bachelor,5,1.5,7.1,True
EMP-0334,2016-11-16,Marketing,CMO,107400,31,Male,Berlin,PhD,5,2.2,3.9,False
EMP-0335,2016-12-19,HR,Recruiter,72500,22,Male,London,PhD,0,3.3,6.9,True
EMP-0336,2015-11-07,Sales,VP of Sales,108500,38,Non-binary,Sydney,Master,13,2.8,9.6,True
EMP-0337,2019-01-29,Legal,Paralegal,109200,53,Non-binary,New York,High School,31,4.5,9.0,True
EMP-0338,2023-03-05,Legal,General Counsel,140300,54,Non-binary,Remote,PhD,9,1.1,3.9,True
EMP-0339,2015-07-11,Finance,Accountant,88800,58,Female,London,Master,32,3.5,3.2,True
EMP-0340,2015-12-12,Engineering,Staff Engineer,162500,48,Non-binary,Remote,PhD,20,3.0,9.8,True
EMP-0341,2015-07-17,Finance,Finance Manager,102500,58,Non-binary,Berlin,Bachelor,31,1.8,8.3,True
EMP-0342,2018-05-04,Finance,Accountant,107800,25,Female,Berlin,Bachelor,4,2.1,9.0,True
EMP-0343,2019-06-02,Operations,Ops Manager,78900,38,Female,Toronto,PhD,11,2.1,2.8,False
EMP-0344,2016-09-14,Product,VP of Product,176800,42,Female,Sydney,PhD,1,3.6,8.6,True
EMP-0345,2018-03-27,Sales,Sales Manager,105700,47,Non-binary,New York,Master,16,2.8,1.1,True
EMP-0346,2017-09-23,Finance,Finance Manager,122200,45,Male,Sydney,High School,8,4.0,7.1,True
EMP-0347,2022-02-09,Sales,Sales Manager,96200,33,Non-binary,Remote,High School,11,4.1,4.6,False
EMP-0348,2017-01-30,Operations,Ops Manager,78500,43,Non-binary,London,PhD,11,3.7,9.1,True
EMP-0349,2020-08-18,Operations,COO,79800,48,Male,Sydney,Bachelor,2,3.3,4.6,True
EMP-0350,2016-05-26,Finance,Accountant,87400,37,Female,New York,PhD,16,4.5,2.2,True
EMP-0351,2021-10-25,Legal,Senior Counsel,143000,54,Male,London,Master,17,1.4,7.1,False
EMP-0352,2016-05-14,Sales,Sales Manager,90200,55,Female,London,High School,4,2.8,7.9,True
EMP-0353,2021-01-12,Engineering,Staff Engineer,165100,24,Female,New York,PhD,0,1.9,6.7,True
EMP-0354,2023-11-25,Operations,COO,98000,35,Male,Berlin,High School,8,1.9,2.6,True
EMP-0355,2021-07-23,Finance,CFO,128000,39,Male,Toronto,PhD,2,3.0,6.3,True
EMP-0356,2017-10-28,Engineering,Lead Engineer,164200,43,Male,Remote,PhD,21,3.3,4.9,False
EMP-0357,2019-07-09,Product,Product Manager,118400,34,Male,Berlin,Bachelor,1,1.3,9.1,True
EMP-0358,2023-06-22,HR,Recruiter,83500,34,Non-binary,Berlin,High School,8,4.7,7.5,True
EMP-0359,2021-04-03,Sales,Sales Manager,97900,22,Female,Remote,Bachelor,1,3.3,3.8,True
EMP-0360,2015-05-01,Sales,SDR,85900,44,Non-binary,Toronto,High School,13,2.4,8.7,True
EMP-0361,2020-05-04,Product,VP of Product,199400,43,Male,New York,Master,10,3.0,2.9,True
EMP-0362,2023-09-08,Engineering,Senior Dev,129300,55,Non-binary,Remote,PhD,27,1.6,9.1,True
EMP-0363,2015-04-24,Marketing,Content Writer,62600,56,Male,New York,PhD,24,4.1,2.8,True
EMP-0364,2020-06-07,Sales,Sales Manager,103500,57,Non-binary,London,High School,29,2.0,9.2,True
EMP-0365,2019-12-08,Sales,SDR,81500,30,Female,Sydney,PhD,3,4.0,6.1,True
EMP-0366,2022-10-05,Product,Product Manager,121200,37,Female,Sydney,Bachelor,15,1.5,5.5,True
EMP-0367,2022-02-09,HR,Recruiter,61300,58,Non-binary,Remote,High School,14,2.0,9.2,True
EMP-0368,2017-06-18,Engineering,Junior Dev,98500,47,Non-binary,New York,PhD,7,2.1,2.4,True
EMP-0369,2021-11-27,Sales,SDR,69400,55,Non-binary,Berlin,High School,10,3.0,9.6,True
EMP-0370,2020-08-20,Engineering,Junior Dev,113100,57,Non-binary,Sydney,High School,5,3.8,7.0,True
EMP-0371,2015-04-09,Product,VP of Product,178900,57,Male,Sydney,PhD,13,1.8,7.4,True
EMP-0372,2020-10-29,Legal,Paralegal,98600,27,Female,Remote,High School,4,1.4,3.2,False
EMP-0373,2023-07-20,Sales,SDR,74800,41,Female,London,PhD,9,3.4,9.8,True
EMP-0374,2020-10-31,Engineering,Junior Dev,83600,29,Female,Toronto,PhD,3,4.7,6.2,True
EMP-0375,2022-08-20,Sales,SDR,88900,23,Male,Toronto,High School,2,1.7,9.5,True
EMP-0376,2018-08-21,Marketing,Marketing Manager,114200,44,Female,New York,Bachelor,0,2.8,9.8,True
EMP-0377,2019-08-17,Product,Senior PM,134400,37,Non-binary,New York,Master,0,1.9,9.0,False
EMP-0378,2023-11-29,Operations,Ops Analyst,75300,37,Male,Sydney,Bachelor,10,1.4,8.4,True
EMP-0379,2016-10-21,Operations,Ops Manager,68300,29,Male,Sydney,High School,7,3.6,5.8,False
EMP-0380,2023-06-20,Legal,Paralegal,99800,35,Male,Remote,Master,4,2.7,2.1,False
EMP-0381,2017-10-14,Product,Product Manager,135200,40,Female,Berlin,High School,12,1.4,8.8,True
EMP-0382,2015-11-16,Marketing,Content Writer,76200,47,Male,Remote,High School,9,3.1,1.7,True
EMP-0383,2023-08-18,Sales,VP of Sales,133100,54,Female,London,High School,17,2.0,4.6,True
EMP-0384,2018-11-03,Marketing,CMO,139500,28,Female,London,High School,7,2.6,8.1,True
EMP-0385,2017-02-17,HR,HR Manager,93900,39,Male,New York,Bachelor,0,4.1,7.0,True
EMP-0386,2015-08-23,Finance,Accountant,83400,52,Female,Berlin,High School,6,3.3,3.0,True
EMP-0387,2019-01-29,Engineering,Lead Engineer,158400,30,Non-binary,Remote,Bachelor,5,1.6,8.1,True
EMP-0388,2023-12-05,Operations,Ops Analyst,68800,29,Male,Berlin,PhD,3,4.7,1.3,True
EMP-0389,2017-12-12,HR,HR Director,114400,37,Male,New York,High School,15,3.7,8.5,True
EMP-0390,2020-02-27,Engineering,Staff Engineer,155900,29,Non-binary,Remote,PhD,1,1.4,2.1,True
EMP-0391,2017-02-20,Marketing,SEO Specialist,85700,25,Male,Berlin,Master,0,2.8,3.2,True
EMP-0392,2021-04-24,Engineering,Junior Dev,100100,52,Non-binary,Toronto,High School,13,1.2,4.9,True
EMP-0393,2017-12-22,Marketing,Marketing Manager,91600,27,Female,Toronto,Bachelor,3,1.3,5.1,True
EMP-0394,2016-05-05,HR,HR Manager,93700,45,Non-binary,Toronto,PhD,2,2.0,5.6,True
EMP-0395,2023-08-31,Engineering,Staff Engineer,171000,24,Female,Remote,Bachelor,1,3.6,2.3,True
EMP-0396,2022-04-19,Operations,COO,78900,45,Male,Remote,Bachelor,21,1.1,5.1,True
EMP-0397,2016-07-29,Product,Product Manager,142800,40,Male,Berlin,Master,14,3.3,9.5,True
EMP-0398,2015-09-27,Marketing,Content Writer,69600,52,Female,Berlin,PhD,14,3.7,2.9,False
EMP-0399,2017-07-15,HR,HR Director,89400,51,Female,New York,PhD,8,1.7,4.7,True
EMP-0400,2021-10-24,Operations,Ops Analyst,61400,22,Female,Sydney,PhD,0,2.9,5.9,True
EMP-0401,2016-09-02,Finance,Accountant,103200,39,Male,Sydney,Bachelor,13,3.3,9.0,True
EMP-0402,2019-08-02,HR,HR Director,88000,50,Female,Sydney,Bachelor,25,4.4,9.6,True
EMP-0403,2018-04-01,Legal,Paralegal,78400,28,Male,Berlin,Bachelor,0,4.5,4.8,True
EMP-0404,2020-11-07,Finance,Analyst,82300,53,Non-binary,London,PhD,23,1.3,9.1,True
EMP-0405,2020-11-15,Marketing,Marketing Manager,108500,48,Female,Remote,High School,11,3.8,1.5,True
EMP-0406,2020-05-01,HR,HR Manager,98300,22,Female,Remote,Bachelor,1,2.9,3.9,False
EMP-0407,2019-08-03,Legal,Paralegal,111000,35,Female,London,Bachelor,8,2.5,7.4,True
EMP-0408,2017-12-25,Product,Senior PM,126100,36,Male,New York,Bachelor,6,4.5,6.5,True
EMP-0409,2018-12-27,Product,VP of Product,196300,58,Female,Remote,PhD,34,2.3,8.3,True
EMP-0410,2022-03-14,Marketing,CMO,111800,40,Male,Remote,Bachelor,17,3.8,9.7,True
EMP-0411,2020-02-07,Finance,Finance Manager,102500,26,Non-binary,Sydney,High School,4,1.8,1.1,True
EMP-0412,2015-12-18,Finance,Analyst,70200,22,Non-binary,London,High School,0,1.7,2.6,False
EMP-0413,2017-03-23,HR,HR Coordinator,51600,27,Male,Toronto,Master,0,1.3,4.1,True
EMP-0414,2016-10-27,Product,Senior PM,137600,27,Female,New York,High School,2,3.5,7.3,True
EMP-0415,2021-10-14,Operations,Ops Manager,82000,31,Non-binary,New York,Bachelor,3,4.4,4.8,True
EMP-0416,2016-01-21,Engineering,Senior Dev,111100,26,Male,Sydney,Bachelor,3,1.8,7.4,True
EMP-0417,2016-07-20,HR,HR Coordinator,70800,52,Male,London,Bachelor,27,1.4,6.7,True
EMP-0418,2015-05-07,Finance,CFO,135500,43,Male,Remote,High School,1,1.9,3.6,True
EMP-0419,2022-06-06,Product,Product Manager,145300,35,Female,London,Bachelor,4,1.2,5.2,True
EMP-0420,2023-09-08,Finance,CFO,125000,41,Non-binary,Berlin,High School,1,2.2,3.9,True
EMP-0421,2016-05-04,Marketing,SEO Specialist,86900,34,Non-binary,Remote,Master,5,3.7,5.3,True
EMP-0422,2020-06-03,Sales,SDR,83500,46,Male,Berlin,Bachelor,13,2.8,8.7,False
EMP-0423,2015-07-29,Legal,Senior Counsel,134100,42,Male,Toronto,High School,19,3.5,3.5,True
EMP-0424,2022-05-17,Marketing,Content Writer,72500,24,Male,Remote,Master,2,2.7,1.8,True
EMP-0425,2016-03-12,Sales,SDR,64700,30,Non-binary,New York,Master,8,1.7,5.8,True
EMP-0426,2018-10-16,Marketing,SEO Specialist,77200,49,Female,New York,Bachelor,22,2.8,6.0,True
EMP-0427,2018-03-28,Legal,General Counsel,135400,33,Female,Toronto,Bachelor,9,3.9,2.2,True
EMP-0428,2023-12-30,Product,Product Analyst,119700,54,Male,New York,Master,21,3.1,8.3,True
EMP-0429,2017-02-07,Operations,Ops Manager,71700,43,Non-binary,Toronto,High School,21,4.3,8.8,True
EMP-0430,2017-07-22,Engineering,Lead Engineer,145300,24,Female,Berlin,Master,2,2.2,6.6,True
EMP-0431,2023-06-25,Finance,Analyst,98200,22,Non-binary,Sydney,Bachelor,1,4.3,6.8,True
EMP-0432,2022-05-10,Marketing,SEO Specialist,98700,38,Female,Toronto,PhD,16,4.4,2.2,True
EMP-0433,2018-08-02,Operations,COO,107200,44,Male,Remote,High School,5,4.2,8.6,False
EMP-0434,2018-10-26,Operations,Ops Manager,90700,35,Female,London,High School,11,1.4,3.9,True
EMP-0435,2023-04-24,Engineering,Senior Dev,113800,26,Male,London,PhD,3,3.6,3.8,True
EMP-0436,2018-07-28,Legal,Senior Counsel,139300,58,Female,Remote,Master,30,4.0,4.2,False
EMP-0437,2017-05-01,Sales,VP of Sales,123400,22,Male,Berlin,Master,0,4.7,6.9,False
EMP-0438,2023-01-17,Engineering,Staff Engineer,165100,49,Male,Toronto,High School,0,1.7,3.6,True
EMP-0439,2019-02-11,Operations,Ops Analyst,61000,25,Non-binary,Toronto,Bachelor,1,2.5,7.4,False
EMP-0440,2023-03-19,HR,HR Manager,81500,43,Male,Toronto,High School,16,3.7,2.3,False
EMP-0441,2021-05-20,Marketing,SEO Specialist,72000,57,Female,New York,High School,7,1.8,1.2,True
EMP-0442,2016-08-11,HR,HR Director,117400,57,Male,Remote,PhD,13,4.2,4.8,True
EMP-0443,2022-01-18,Finance,Finance Manager,105700,35,Female,New York,High School,8,4.1,8.2,False
EMP-0444,2017-08-08,Marketing,SEO Specialist,89500,36,Non-binary,London,Bachelor,5,4.9,7.5,True
EMP-0445,2015-08-04,Product,Product Manager,115100,49,Female,New York,PhD,16,4.5,8.8,False
EMP-0446,2017-06-05,Legal,Associate,105600,32,Non-binary,Berlin,PhD,10,4.1,3.2,True
EMP-0447,2018-06-23,Marketing,CMO,111200,49,Male,Remote,Bachelor,9,2.8,2.3,True
EMP-0448,2023-08-15,Sales,Sales Manager,97000,52,Non-binary,Toronto,PhD,28,4.8,5.2,True
EMP-0449,2019-04-20,Marketing,SEO Specialist,79200,44,Male,Toronto,High School,22,2.4,4.8,True
EMP-0450,2015-01-27,Legal,Associate,111900,58,Male,Remote,PhD,35,2.4,6.7,False
EMP-0451,2022-04-26,Legal,General Counsel,158100,32,Non-binary,Remote,High School,8,4.8,2.3,True
EMP-0452,2023-12-26,Legal,Senior Counsel,136800,36,Male,Sydney,PhD,10,3.6,3.6,True
EMP-0453,2020-07-23,Engineering,Engineering Manager,167500,52,Female,Berlin,High School,28,2.4,5.8,False
EMP-0454,2021-10-31,Product,Product Analyst,98300,46,Non-binary,Berlin,High School,19,2.5,4.5,True
EMP-0455,2016-10-18,Engineering,Lead Engineer,160500,40,Non-binary,Toronto,High School,15,1.3,2.9,True
EMP-0456,2019-11-24,Marketing,SEO Specialist,81900,36,Female,New York,High School,1,4.8,6.0,False
EMP-0457,2023-05-23,Sales,Account Executive,92100,34,Female,Remote,PhD,0,2.7,6.7,True
EMP-0458,2015-08-18,Marketing,SEO Specialist,104200,24,Male,New York,High School,0,1.1,7.4,True
EMP-0459,2021-10-31,Sales,VP of Sales,109800,33,Female,Remote,Bachelor,3,2.4,9.8,True
EMP-0460,2015-04-11,Legal,General Counsel,137000,36,Non-binary,Remote,Bachelor,15,1.7,9.0,True
EMP-0461,2021-02-19,Engineering,Staff Engineer,161400,24,Non-binary,New York,PhD,3,2.8,1.2,True
EMP-0462,2016-08-06,Legal,Associate,128900,57,Female,London,PhD,33,1.6,6.8,True
EMP-0463,2019-04-08,Engineering,Lead Engineer,135100,34,Non-binary,Remote,PhD,9,2.3,5.3,True
EMP-0464,2017-05-14,Marketing,Marketing Manager,118400,34,Non-binary,Sydney,High School,4,5.0,7.2,True
EMP-0465,2018-01-31,Finance,Finance Manager,102300,56,Male,Toronto,High School,31,1.6,7.8,True
EMP-0466,2021-08-09,Finance,CFO,144900,22,Male,New York,PhD,0,2.1,2.0,False
EMP-0467,2019-02-17,Product,Senior PM,123600,50,Male,New York,PhD,20,4.3,3.7,True
EMP-0468,2020-09-11,Finance,Finance Manager,130200,35,Non-binary,Sydney,PhD,14,4.1,7.2,True
EMP-0469,2022-08-31,Finance,CFO,141700,42,Non-binary,Toronto,High School,12,1.2,8.5,True
EMP-0470,2018-12-11,Finance,Analyst,87300,56,Non-binary,Toronto,Bachelor,8,2.0,5.6,True
EMP-0471,2020-03-17,Engineering,Junior Dev,83900,24,Non-binary,Toronto,High School,1,3.9,4.1,False
EMP-0472,2020-08-10,Marketing,SEO Specialist,93100,29,Female,Berlin,Bachelor,2,1.7,9.4,True
EMP-0473,2016-10-21,HR,HR Manager,80100,25,Non-binary,Berlin,High School,1,3.5,5.8,False
EMP-0474,2022-08-25,Product,Product Manager,106700,52,Male,Remote,PhD,20,1.9,5.2,True
EMP-0475,2018-07-27,HR,HR Manager,76800,29,Female,London,Bachelor,8,4.6,5.2,False
EMP-0476,2018-11-05,Operations,Ops Analyst,69700,43,Male,Berlin,PhD,5,4.8,9.8,True
EMP-0477,2018-07-09,Finance,Finance Manager,112400,57,Male,Berlin,Bachelor,11,2.8,9.6,True
EMP-0478,2022-02-09,Operations,COO,105700,45,Male,Sydney,Bachelor,15,2.4,6.4,True
EMP-0479,2015-10-18,HR,HR Coordinator,61100,35,Male,Sydney,High School,8,4.0,3.1,True
EMP-0480,2015-07-21,Finance,Analyst,99700,22,Female,New York,Master,1,2.3,6.1,True
EMP-0481,2015-02-23,Legal,Senior Counsel,152600,56,Non-binary,London,Bachelor,11,4.6,3.0,True
EMP-0482,2022-07-27,Sales,Sales Manager,113800,54,Female,Toronto,High School,20,1.3,8.5,False
EMP-0483,2022-06-03,Sales,Sales Manager,110900,49,Male,New York,High School,11,5.0,6.6,True
EMP-0484,2019-01-10,Marketing,Marketing Manager,111800,57,Female,Berlin,Bachelor,8,1.7,2.4,True
EMP-0485,2016-01-29,Sales,Account Executive,87600,58,Non-binary,Toronto,PhD,36,2.9,7.8,True
EMP-0486,2019-01-03,HR,HR Director,87000,22,Male,New York,PhD,0,3.4,4.9,True
EMP-0487,2020-08-22,Engineering,Senior Dev,141400,25,Male,New York,Bachelor,3,1.8,3.3,True
EMP-0488,2018-06-17,Sales,Sales Manager,116500,49,Male,Sydney,PhD,24,2.0,2.4,True
EMP-0489,2021-08-01,Operations,Ops Analyst,73600,49,Male,Toronto,High School,5,5.0,7.6,True
EMP-0490,2016-02-24,Engineering,Lead Engineer,140000,43,Non-binary,Remote,Bachelor,1,3.0,2.5,True
EMP-0491,2020-03-28,Legal,Senior Counsel,140400,27,Male,Remote,Bachelor,1,3.6,1.9,True
EMP-0492,2017-06-30,Finance,Finance Manager,110200,39,Male,Toronto,PhD,10,3.8,4.9,True
EMP-0493,2019-04-16,Sales,SDR,80000,38,Non-binary,Remote,PhD,3,2.0,1.9,False
EMP-0494,2016-08-01,Product,Senior PM,122600,52,Male,Toronto,PhD,8,1.5,7.2,True
EMP-0495,2015-08-09,Engineering,Junior Dev,85000,42,Male,Sydney,Master,7,2.4,7.3,True
EMP-0496,2015-01-15,Finance,Accountant,119200,50,Male,New York,PhD,5,4.5,6.7,True
EMP-0497,2022-07-13,Finance,Analyst,71700,46,Male,New York,Bachelor,2,1.2,4.2,False
EMP-0498,2023-10-21,Operations,COO,106000,50,Non-binary,Sydney,Bachelor,20,2.2,2.8,True
EMP-0499,2021-12-12,Marketing,Marketing Manager,97200,57,Female,Remote,Bachelor,14,3.0,4.8,True
EMP-0500,2023-08-21,Marketing,Content Writer,74400,39,Non-binary,Remote,PhD,3,4.1,5.7,True
EMP-0501,2020-05-30,Legal,Senior Counsel,121900,24,Female,Remote,Bachelor,2,3.9,8.8,True
EMP-0502,2022-05-03,Product,Senior PM,123800,45,Male,London,PhD,23,3.6,7.1,True
EMP-0503,2019-08-05,Engineering,Lead Engineer,142200,43,Male,Toronto,Master,11,4.2,3.1,True
EMP-0504,2018-01-10,Sales,Account Executive,94100,45,Female,New York,Bachelor,6,4.6,8.6,False
EMP-0505,2022-03-12,Product,Senior PM,142600,42,Male,Remote,Bachelor,4,2.4,1.5,True
EMP-0506,2019-10-16,HR,HR Manager,72600,33,Female,London,Bachelor,0,4.1,4.4,True
EMP-0507,2019-05-25,Finance,CFO,134900,38,Female,London,PhD,0,4.1,7.6,True
